frame,track_id,cls,conf,x1,y1,x2,y2
376,157,0,0.6689,408.2,344.2,568.0,745.9
376,185,0,0.557,1128.2,57.8,1402.7,495.0
376,191,0,0.6086,1340.6,119.6,1497.8,348.6
376,194,0,0.9112,1725.6,821.1,1920.0,1075.6
376,201,0,0.8295,1514.3,809.3,1655.7,1076.5
376,203,0,0.6311,1339.7,752.7,1546.8,1077.2
376,197,0,0.693,213.2,338.4,385.0,746.4
376,208,0,0.6555,191.2,193.4,343.2,380.3
376,212,0,0.5669,936.2,178.3,1225.6,475.1
376,214,0,0.7496,56.7,365.4,158.0,749.9
376,215,0,0.7429,1160.0,783.3,1325.2,1076.6
376,216,0,0.3803,66.8,710.3,184.3,961.0
376,217,0,0.5096,280.9,841.7,462.7,1074.1
376,218,0,0.5765,26.8,63.0,90.3,383.4
376,220,0,0.6566,835.4,23.9,979.7,238.1
376,166,32,0.8756,612.6,900.4,799.1,1077.1
377,71,0,0.9477,638.1,107.4,1245.9,1065.2
377,132,0,0.8201,1620.6,61.0,1801.6,546.2
377,178,0,0.6566,522.8,660.4,712.5,1010.1
377,157,0,0.5759,439.6,341.8,597.5,739.7
377,185,0,0.6046,1171.1,56.8,1401.3,421.6
377,191,0,0.6212,1361.2,119.3,1516.0,345.7
377,194,0,0.8883,1737.7,814.7,1920.0,1075.2
377,201,0,0.7913,1533.2,801.4,1676.8,1076.3
377,203,0,0.7296,1371.8,767.8,1569.6,1077.4
377,197,0,0.7791,243.6,337.1,419.2,739.1
377,208,0,0.6431,221.9,190.0,377.6,377.1
377,212,0,0.4845,937.8,176.3,1265.6,519.5
377,214,0,0.7721,91.3,362.5,193.6,743.1
377,215,0,0.7335,1177.0,771.0,1350.9,1076.0
377,217,0,0.471,337.0,833.8,525.4,1074.0
377,218,0,0.5295,43.8,60.0,110.2,381.1
377,220,0,0.7463,858.1,24.1,1003.8,240.7
377,166,32,0.939,616.5,890.9,814.4,1077.1
378,71,0,0.9449,639.9,105.1,1246.6,1066.8
378,132,0,0.8227,1642.4,65.9,1820.2,542.3
378,178,0,0.3653,553.6,656.3,719.1,962.0
378,157,0,0.5634,487.5,338.1,649.4,734.0
378,185,0,0.5864,1207.5,58.7,1411.5,380.2
378,191,0,0.5963,1383.9,119.8,1536.3,343.3
378,194,0,0.8786,1749.0,808.5,1920.0,1074.4
378,201,0,0.8202,1551.4,795.9,1696.4,1076.8
378,203,0,0.7518,1398.5,771.9,1593.5,1077.8
378,197,0,0.7648,275.2,335.3,454.7,733.5
378,208,0,0.575,254.2,190.1,411.8,375.1
378,212,0,0.5186,952.3,175.5,1297.2,545.0
378,214,0,0.7158,127.4,360.7,231.0,736.7
378,215,0,0.7652,1195.6,758.2,1379.1,1076.0
378,217,0,0.5147,379.7,834.6,568.2,1074.4
378,220,0,0.7748,884.0,26.7,1027.9,240.9
378,166,32,0.9379,624.9,882.8,831.7,1077.2
378,223,0,0.7841,16.1,334.8,91.0,739.5
378,224,0,0.483,1095.6,816.8,1209.0,1074.7
378,216,0,0.5551,134.4,698.9,252.1,944.9
379,71,0,0.9502,639.4,104.9,1246.8,1066.7
379,132,0,0.7829,1661.6,65.3,1838.3,539.4
379,157,0,0.4121,523.6,336.8,688.9,730.7
379,185,0,0.5655,1234.7,60.4,1428.5,364.6
379,191,0,0.5675,1407.5,121.4,1557.9,342.3
379,194,0,0.8414,1761.1,803.7,1920.0,1072.4
379,201,0,0.8055,1570.5,790.9,1715.9,1076.4
379,203,0,0.7911,1414.1,742.4,1624.1,1077.5
379,197,0,0.7332,306.4,334.9,489.9,729.8
379,208,0,0.643,284.7,186.0,448.7,375.0
379,212,0,0.5418,975.7,173.9,1322.2,554.2
379,214,0,0.7056,163.0,360.5,268.1,731.9
379,215,0,0.7728,1214.2,752.0,1404.2,1076.6
379,217,0,0.3696,418.3,832.0,608.1,1073.0
379,220,0,0.7863,908.1,29.1,1050.9,241.5
379,166,32,0.9644,637.6,881.3,846.2,1077.0
379,223,0,0.8174,31.8,334.2,107.3,733.9
379,227,0,0.5695,37.9,65.5,211.2,379.8
379,216,0,0.5584,171.3,693.5,291.1,939.0
380,71,0,0.9509,640.2,108.2,1248.5,1064.6
380,132,0,0.8158,1679.7,68.0,1854.8,538.0
380,157,0,0.7372,540.4,337.6,703.0,728.1
380,185,0,0.5525,1259.9,65.5,1448.7,360.6
380,191,0,0.4647,1430.5,125.8,1579.0,343.3
380,194,0,0.6771,1775.1,803.2,1920.0,1068.3
380,201,0,0.7934,1588.8,787.2,1733.4,1075.1
380,203,0,0.784,1435.4,739.0,1644.2,1077.2
380,197,0,0.7501,338.4,336.2,524.1,726.1
380,208,0,0.6661,318.1,190.7,483.2,377.3
380,212,0,0.6647,1000.2,174.7,1338.7,555.1
380,214,0,0.7422,198.1,362.3,304.9,729.1
380,215,0,0.7702,1241.0,746.0,1434.5,1074.5
380,217,0,0.4098,451.5,829.1,643.5,1074.8
380,220,0,0.7886,933.0,34.8,1074.8,245.2
380,166,32,0.9287,656.1,891.0,857.0,1077.6
380,223,0,0.7944,50.7,336.6,128.1,730.0
380,227,0,0.4883,70.3,72.1,241.4,381.2
380,216,0,0.5861,205.4,690.9,326.4,933.9
380,229,0,0.5377,18.7,675.9,116.2,1054.6
381,71,0,0.9546,649.9,112.4,1264.0,1064.7
381,132,0,0.7975,1697.2,75.3,1869.8,538.0
381,157,0,0.7459,567.0,343.1,724.3,723.1
381,185,0,0.5783,1281.6,73.1,1466.3,360.6
381,191,0,0.4826,1448.7,132.0,1595.2,347.1
381,194,0,0.7019,1796.7,826.7,1920.0,1062.9
381,201,0,0.8338,1605.9,784.9,1749.0,1074.1
381,203,0,0.7814,1457.4,746.4,1659.2,1077.4
381,197,0,0.7844,370.2,336.9,558.1,723.5
381,208,0,0.6835,348.0,187.0,520.8,380.3
381,212,0,0.5307,1026.9,180.5,1354.1,556.8
381,214,0,0.7537,232.5,365.5,340.8,726.9
381,215,0,0.7879,1271.1,746.3,1465.2,1075.2
381,220,0,0.8013,957.6,42.6,1097.7,249.8
381,166,32,0.8773,682.8,916.5,861.7,1078.2
381,223,0,0.7959,80.7,339.6,161.0,728.2
381,227,0,0.4352,109.3,79.3,278.8,383.8
381,216,0,0.6123,241.8,689.5,363.3,928.4
381,229,0,0.6906,33.5,674.4,131.4,1049.2
382,71,0,0.9522,664.4,118.5,1286.2,1065.7
382,132,0,0.7816,1711.4,80.1,1882.2,538.9
382,157,0,0.684,596.4,347.2,748.8,717.9
382,185,0,0.5396,1301.9,80.2,1484.2,363.1
382,191,0,0.5227,1467.4,139.0,1611.1,350.3
382,194,0,0.7216,1812.1,838.0,1920.0,1056.2
382,201,0,0.8148,1622.0,781.7,1764.1,1073.0
382,203,0,0.8142,1477.6,753.3,1673.1,1077.5
382,197,0,0.7341,403.4,338.2,592.9,722.1
382,208,0,0.6902,379.9,189.7,554.3,382.8
382,212,0,0.6993,1051.2,187.4,1367.5,559.1
382,214,0,0.7251,266.7,370.1,376.1,724.9
382,215,0,0.6825,1293.8,741.0,1490.3,1074.3
382,220,0,0.807,980.5,50.5,1119.3,254.5
382,223,0,0.768,116.2,343.4,199.5,725.8
382,227,0,0.4658,145.6,87.2,313.8,386.8
382,216,0,0.6633,276.8,687.6,398.7,922.3
382,229,0,0.561,62.9,671.9,162.3,1043.0
382,158,0,0.4581,92.3,1.7,247.0,261.4
383,71,0,0.9571,670.5,123.9,1298.8,1065.8
383,132,0,0.8056,1724.6,85.9,1893.0,538.6
383,157,0,0.6518,626.4,351.0,772.4,708.4
383,185,0,0.5974,1322.5,87.9,1501.9,365.0
383,191,0,0.4093,1485.8,144.8,1627.6,353.0
383,194,0,0.7221,1824.8,841.7,1920.0,1047.0
383,201,0,0.7544,1635.8,777.4,1776.3,1069.4
383,203,0,0.8092,1494.0,752.1,1686.1,1074.1
383,197,0,0.7347,435.0,340.0,625.2,719.4
383,208,0,0.5703,410.9,191.3,587.4,385.4
383,212,0,0.7289,1077.9,193.6,1382.1,558.3
383,214,0,0.745,300.8,372.6,411.5,721.7
383,215,0,0.6578,1309.9,740.0,1506.3,1072.4
383,220,0,0.7731,1003.8,58.2,1141.3,258.8
383,223,0,0.7922,151.5,346.3,237.9,722.2
383,227,0,0.3926,185.4,94.5,352.3,389.6
383,216,0,0.6657,311.2,685.3,433.4,915.6
383,229,0,0.6215,98.5,668.9,200.5,1036.2
383,158,0,0.3405,114.3,1.9,274.7,264.5
384,71,0,0.9039,704.4,127.3,1332.0,1066.4
384,132,0,0.8049,1735.6,90.6,1901.9,538.1
384,157,0,0.6345,659.3,353.3,790.2,672.4
384,185,0,0.4553,1341.2,94.2,1518.6,366.6
384,191,0,0.5198,1500.0,151.6,1639.8,357.6
384,194,0,0.5501,1835.8,841.0,1920.0,1037.7
384,201,0,0.745,1648.7,772.1,1787.1,1064.2
384,203,0,0.7924,1509.9,750.6,1697.1,1068.0
384,197,0,0.7911,468.1,343.6,655.5,712.5
384,208,0,0.6691,443.8,194.9,619.7,387.3
384,212,0,0.7627,1103.4,197.9,1397.1,557.6
384,214,0,0.7423,336.3,374.9,447.6,715.5
384,215,0,0.7954,1330.2,734.2,1526.0,1066.3
384,220,0,0.7113,1026.5,64.6,1163.6,263.4
384,223,0,0.7596,187.9,348.1,277.3,715.8
384,227,0,0.4691,223.2,101.2,388.7,391.6
384,216,0,0.7181,344.3,681.6,467.3,908.4
384,158,0,0.3668,146.6,1.9,311.3,267.1
384,233,0,0.657,14.8,355.6,80.7,732.3
385,71,0,0.945,689.7,128.6,1321.6,1065.7
385,132,0,0.8194,1744.8,97.2,1908.3,537.5
385,157,0,0.4387,699.4,354.4,806.3,608.0
385,185,0,0.4958,1358.2,100.7,1533.5,368.0
385,191,0,0.4991,1514.1,157.8,1649.4,357.4
385,201,0,0.7671,1660.1,766.4,1794.5,1053.6
385,203,0,0.7861,1520.2,725.9,1712.3,1057.3
385,197,0,0.4413,494.2,347.7,680.0,711.0
385,208,0,0.5932,475.2,197.3,650.4,387.9
385,212,0,0.7458,1128.5,201.5,1412.4,555.7
385,214,0,0.7769,371.1,376.4,483.5,710.1
385,215,0,0.8134,1339.3,733.2,1532.0,1056.0
385,220,0,0.793,1048.9,71.3,1183.4,265.1
385,223,0,0.8379,224.2,350.7,316.5,710.1
385,227,0,0.4196,257.4,108.0,421.6,392.5
385,216,0,0.6767,381.1,677.7,503.7,900.0
385,233,0,0.717,34.1,356.9,100.3,726.7
385,229,0,0.6125,191.1,660.5,292.6,1014.3
386,71,0,0.9257,667.1,127.2,1307.0,1068.6
386,132,0,0.8134,1751.1,103.4,1911.4,535.1
386,157,0,0.3582,716.1,354.5,837.0,643.1
386,185,0,0.4493,1370.9,106.1,1543.4,368.2
386,191,0,0.437,1525.4,161.4,1658.7,358.3
386,201,0,0.7713,1670.3,759.0,1799.3,1037.9
386,203,0,0.784,1531.4,717.2,1718.4,1044.5
386,212,0,0.7235,1150.2,205.6,1423.0,552.7
386,214,0,0.6682,406.2,376.5,520.3,704.0
386,215,0,0.7116,1350.0,730.3,1538.9,1042.1
386,220,0,0.7454,1069.1,77.5,1201.6,267.2
386,223,0,0.7346,258.4,351.2,354.0,704.2
386,227,0,0.4874,295.4,113.9,457.6,392.6
386,216,0,0.6574,414.1,672.0,536.4,890.3
386,233,0,0.6568,66.5,356.7,134.9,721.0
386,236,0,0.5706,1237.5,764.0,1377.7,1029.1
386,229,0,0.4621,229.1,655.2,331.5,1000.6
387,71,0,0.9116,652.9,125.6,1295.7,1069.1
387,132,0,0.8099,1754.4,108.2,1911.7,531.9
387,157,0,0.3453,738.7,353.1,855.8,632.6
387,185,0,0.5818,1351.2,111.4,1589.6,485.5
387,191,0,0.4503,1533.8,164.7,1663.9,357.5
387,201,0,0.7935,1675.7,751.0,1800.2,1023.0
387,203,0,0.7676,1542.7,717.3,1719.1,1029.5
387,212,0,0.7675,1169.1,209.3,1431.2,549.3
387,214,0,0.685,435.8,376.7,551.2,698.0
387,215,0,0.8294,1358.5,715.2,1549.3,1027.6
387,220,0,0.7454,1085.5,82.7,1216.9,269.8
387,223,0,0.703,289.0,351.8,387.6,698.0
387,216,0,0.6358,441.5,665.5,563.4,878.6
387,233,0,0.6449,97.1,356.8,167.6,711.7
387,236,0,0.5126,1249.5,759.4,1388.9,1023.2
387,229,0,0.5199,264.0,650.6,367.9,988.5
387,239,0,0.37,1873.5,816.6,1918.8,997.3
387,197,0,0.5507,557.0,350.5,737.4,698.6
388,71,0,0.9481,674.4,128.3,1307.8,1070.2
388,132,0,0.8248,1755.1,114.4,1908.8,528.9
388,185,0,0.5361,1353.2,116.9,1604.2,523.3
388,191,0,0.4169,1544.3,169.6,1672.9,358.3
388,201,0,0.6919,1678.4,743.7,1798.9,1009.4
388,203,0,0.7453,1549.6,713.7,1718.6,1015.8
388,212,0,0.7611,1185.9,214.5,1437.1,546.4
388,214,0,0.6652,463.0,377.3,579.0,690.8
388,215,0,0.7411,1366.4,705.8,1555.9,1014.2
388,220,0,0.7171,1100.5,90.0,1229.6,272.9
388,223,0,0.724,318.4,352.8,420.0,692.5
388,216,0,0.6199,470.2,660.1,591.4,868.4
388,233,0,0.5837,135.3,358.6,208.7,705.5
388,236,0,0.6929,1261.9,752.4,1398.6,1011.5
388,229,0,0.4237,292.6,645.2,398.0,976.8
388,239,0,0.3319,1873.4,805.0,1918.7,985.4
388,197,0,0.5557,582.9,350.8,762.4,693.5
388,208,0,0.6924,566.4,216.3,725.3,387.8
389,71,0,0.9584,685.8,131.2,1306.1,1070.9
389,132,0,0.8142,1753.3,121.9,1903.5,526.7
389,185,0,0.5281,1360.1,123.7,1609.7,539.4
389,191,0,0.3626,1544.7,175.5,1669.4,358.7
389,201,0,0.7679,1678.5,737.2,1795.5,997.4
389,203,0,0.787,1551.4,695.9,1720.6,1002.9
389,212,0,0.7651,1199.7,220.1,1441.0,544.3
389,214,0,0.7331,486.5,378.8,603.1,686.8
389,215,0,0.8143,1372.7,696.2,1561.6,1002.5
389,220,0,0.6699,1111.9,97.5,1238.6,275.9
389,223,0,0.7175,345.7,355.1,449.9,688.7
389,216,0,0.5503,493.7,656.6,614.7,860.6
389,233,0,0.6161,165.7,360.2,242.4,701.6
389,236,0,0.7739,1270.8,747.3,1403.9,999.6
389,229,0,0.4739,320.8,640.8,427.6,965.9
389,197,0,0.7153,606.8,353.2,784.1,689.1
389,208,0,0.5704,592.1,228.4,743.3,389.9
389,227,0,0.3336,380.2,97.3,553.2,394.9
390,71,0,0.9581,692.7,135.3,1297.4,1070.7
390,132,0,0.7784,1749.0,128.8,1896.0,524.9
390,185,0,0.5076,1366.0,131.1,1607.9,544.9
390,191,0,0.4531,1548.9,182.9,1671.6,361.3
390,201,0,0.7536,1676.3,730.7,1790.4,986.6
390,203,0,0.8096,1552.5,683.8,1719.5,991.2
390,212,0,0.7496,1210.0,226.2,1441.8,542.7
390,214,0,0.671,507.6,381.4,624.0,682.7
390,215,0,0.8002,1376.4,687.9,1563.7,990.6
390,220,0,0.6078,1121.3,105.0,1246.7,280.5
390,223,0,0.6714,371.4,357.4,477.3,684.1
390,216,0,0.4795,518.4,652.0,638.3,851.7
390,233,0,0.5955,194.1,362.5,274.5,699.0
390,236,0,0.7644,1276.4,741.6,1406.5,988.5
390,229,0,0.5572,347.9,637.9,455.0,955.3
390,197,0,0.6936,627.5,355.0,802.6,685.2
390,208,0,0.5199,616.0,240.4,760.0,392.1
390,245,0,0.4606,895.4,1.3,1080.9,181.0
390,227,0,0.3251,413.2,125.1,572.2,396.4
391,71,0,0.9494,697.7,143.4,1283.6,1070.3
391,132,0,0.7883,1744.7,138.2,1888.5,525.3
391,185,0,0.5073,1370.6,138.8,1602.8,546.8
391,191,0,0.5033,1550.9,189.9,1672.3,364.0
391,201,0,0.7245,1674.0,725.9,1784.0,974.3
391,203,0,0.7883,1553.5,679.4,1714.8,980.0
391,212,0,0.7343,1218.6,233.5,1441.3,542.3
391,214,0,0.6907,527.9,384.0,643.2,677.1
391,215,0,0.7893,1380.6,685.4,1564.0,980.7
391,220,0,0.5878,1129.5,113.9,1252.8,285.7
391,223,0,0.6633,395.3,360.5,502.1,679.5
391,216,0,0.6214,540.5,649.2,659.8,845.8
391,233,0,0.6127,219.3,366.0,302.8,696.2
391,236,0,0.7466,1281.3,737.0,1408.3,978.6
391,229,0,0.5576,372.2,634.8,480.2,946.8
391,197,0,0.6819,646.5,357.9,818.2,679.8
391,208,0,0.4269,634.9,244.8,778.3,394.6
391,245,0,0.3898,892.9,1.2,1100.9,203.2
391,246,0,0.7897,14.2,822.1,107.8,997.3
391,239,0,0.4448,1868.4,773.0,1913.8,951.0
392,71,0,0.9514,702.6,151.4,1270.4,1071.2
392,132,0,0.762,1740.0,148.5,1880.4,526.3
392,185,0,0.5102,1377.9,147.8,1595.5,538.6
392,191,0,0.4758,1551.2,196.3,1671.9,367.3
392,201,0,0.7369,1670.1,722.6,1777.4,966.2
392,203,0,0.7865,1553.9,674.8,1711.1,971.6
392,212,0,0.6872,1227.7,242.0,1441.5,542.2
392,214,0,0.6864,547.4,387.7,661.2,672.6
392,215,0,0.7734,1385.0,689.0,1561.8,972.3
392,220,0,0.5927,1136.9,123.7,1258.3,292.0
392,223,0,0.6561,418.8,365.2,525.9,675.2
392,216,0,0.6766,561.9,649.7,678.6,839.7
392,233,0,0.6682,244.0,370.4,330.3,693.2
392,236,0,0.7575,1287.0,733.8,1410.9,970.2
392,229,0,0.489,395.8,633.2,504.3,939.1
392,197,0,0.5659,663.7,363.5,831.5,676.9
392,208,0,0.4369,651.9,247.4,797.1,398.5
392,245,0,0.5869,882.9,1.6,1135.8,249.9
392,246,0,0.6963,35.6,817.5,128.4,989.2
392,239,0,0.6125,1862.6,752.2,1912.2,943.6
393,71,0,0.9492,705.3,159.7,1254.4,1071.3
393,132,0,0.8084,1735.0,156.5,1872.7,526.7
393,185,0,0.5094,1381.4,156.5,1589.9,540.1
393,191,0,0.4336,1549.6,204.7,1668.3,371.1
393,201,0,0.6594,1667.1,719.6,1771.2,956.8
393,203,0,0.7313,1553.9,671.6,1706.4,962.6
393,212,0,0.6209,1234.8,247.6,1441.8,542.1
393,214,0,0.653,567.0,391.4,680.0,671.3
393,215,0,0.744,1385.2,680.9,1561.8,963.0
393,220,0,0.5744,1145.1,133.5,1264.2,297.8
393,223,0,0.6565,441.6,369.2,549.4,672.9
393,216,0,0.6087,582.4,647.9,697.7,833.7
393,233,0,0.6704,269.6,374.0,358.2,688.9
393,236,0,0.6696,1292.6,727.9,1414.9,961.9
393,229,0,0.5509,416.9,630.9,526.1,931.0
393,197,0,0.5033,677.0,365.1,841.7,673.6
393,208,0,0.3664,669.9,254.2,812.9,402.2
393,245,0,0.5333,886.2,1.6,1157.3,271.8
393,246,0,0.7545,66.9,810.8,159.2,979.1
393,239,0,0.7528,1855.9,733.4,1909.3,933.9
393,251,0,0.4265,591.7,13.8,751.8,302.9
394,71,0,0.9484,707.7,167.1,1237.5,1070.2
394,132,0,0.7982,1730.9,163.9,1866.0,527.0
394,185,0,0.5388,1386.7,164.2,1587.5,541.9
394,191,0,0.3782,1545.0,210.5,1662.8,376.2
394,201,0,0.6525,1665.1,714.5,1766.8,947.6
394,203,0,0.7342,1555.4,667.8,1703.1,952.5
394,212,0,0.6191,1242.6,252.0,1443.5,541.4
394,214,0,0.6694,587.3,393.9,699.6,668.9
394,215,0,0.7803,1387.5,675.9,1562.0,953.6
394,220,0,0.6477,1153.5,141.5,1270.9,302.7
394,223,0,0.6695,464.2,372.7,572.7,670.6
394,216,0,0.6215,601.7,645.2,716.1,827.3
394,233,0,0.631,295.8,377.7,386.4,685.5
394,236,0,0.7252,1299.0,724.8,1417.5,952.3
394,229,0,0.5431,440.1,629.4,548.3,922.0
394,197,0,0.4223,692.6,367.4,852.6,670.2
394,208,0,0.3889,686.1,255.5,830.1,404.6
394,245,0,0.6432,894.8,1.6,1171.4,282.4
394,246,0,0.7399,100.1,803.7,192.2,968.5
394,239,0,0.8496,1853.2,723.5,1908.4,924.8
394,251,0,0.4324,607.9,22.5,765.7,307.4
394,252,0,0.7737,14.6,804.7,85.8,971.6
394,253,0,0.4487,446.8,45.4,583.2,309.1
395,71,0,0.9505,709.7,172.5,1222.0,1069.8
395,132,0,0.8037,1728.4,170.4,1860.6,524.8
395,185,0,0.5184,1392.7,171.0,1585.4,541.3
395,191,0,0.423,1547.2,216.3,1664.7,380.6
395,201,0,0.7131,1664.0,709.1,1763.4,938.0
395,203,0,0.7013,1556.7,665.0,1699.6,942.6
395,212,0,0.5852,1251.8,257.4,1445.5,539.3
395,214,0,0.6821,608.5,395.4,719.6,664.5
395,215,0,0.794,1392.0,670.7,1563.9,943.6
395,220,0,0.5966,1162.8,148.1,1278.4,306.3
395,223,0,0.6885,487.2,374.8,595.7,666.3
395,216,0,0.5532,620.7,641.0,733.9,818.9
395,233,0,0.7378,322.3,379.5,414.9,680.1
395,236,0,0.7157,1306.8,719.9,1422.3,942.5
395,229,0,0.5621,465.1,626.4,573.0,912.3
395,197,0,0.3231,708.8,367.3,863.9,664.9
395,208,0,0.3483,705.4,259.8,845.9,405.2
395,245,0,0.625,907.2,1.7,1183.8,288.8
395,246,0,0.7522,131.9,796.2,223.9,957.4
395,239,0,0.8539,1851.5,716.2,1907.8,914.8
395,251,0,0.4269,631.7,30.3,786.8,310.7
395,252,0,0.8058,30.8,800.1,101.3,962.2
395,253,0,0.3705,470.4,52.6,604.4,311.8
395,257,0,0.389,1855.9,1.8,1919.4,178.1
395,144,0,0.429,1084.8,325.3,1276.9,708.1
396,71,0,0.9491,713.0,174.9,1207.8,1068.4
396,132,0,0.8145,1726.8,175.7,1856.5,523.1
396,185,0,0.4866,1399.8,176.2,1584.8,539.3
396,191,0,0.4267,1546.9,219.8,1662.5,381.9
396,201,0,0.6653,1664.1,703.4,1761.2,928.2
396,203,0,0.6952,1559.2,660.4,1698.0,931.6
396,212,0,0.5854,1261.6,261.5,1448.8,536.6
396,214,0,0.6237,630.0,396.3,739.2,658.0
396,215,0,0.7717,1396.6,663.4,1566.4,932.4
396,220,0,0.5531,1172.7,153.3,1286.9,308.9
396,223,0,0.6426,509.7,375.2,618.5,661.8
396,216,0,0.5138,640.5,636.7,752.9,811.3
396,233,0,0.5917,349.0,380.8,443.6,675.0
396,236,0,0.735,1314.0,713.5,1426.8,931.9
396,229,0,0.4762,487.8,621.6,595.5,900.7
396,245,0,0.6208,922.4,2.0,1194.0,290.9
396,246,0,0.7626,162.7,787.6,254.9,945.7
396,239,0,0.8748,1849.5,709.5,1907.0,904.9
396,251,0,0.3764,654.1,39.2,805.6,312.6
396,252,0,0.734,58.3,793.3,128.6,949.4
396,257,0,0.4492,1852.4,2.1,1919.0,186.9
396,144,0,0.4583,1105.9,324.7,1285.9,710.9
397,71,0,0.9257,717.5,174.5,1197.6,1070.4
397,132,0,0.8384,1725.7,179.2,1853.0,520.0
397,185,0,0.4595,1407.8,180.7,1585.4,534.8
397,191,0,0.405,1549.7,221.8,1663.2,380.9
397,201,0,0.6103,1665.0,697.1,1759.3,916.5
397,203,0,0.736,1561.5,654.2,1696.9,920.1
397,212,0,0.5623,1269.9,261.4,1452.9,532.9
397,214,0,0.6429,650.4,395.1,758.5,651.5
397,215,0,0.7638,1401.6,657.8,1568.2,921.3
397,220,0,0.575,1181.9,157.1,1294.6,310.4
397,223,0,0.6717,532.0,375.6,640.5,656.8
397,216,0,0.5064,659.8,631.1,771.3,802.9
397,233,0,0.6318,372.7,380.9,469.1,669.8
397,236,0,0.7175,1322.1,705.6,1432.5,920.1
397,229,0,0.5639,511.4,617.6,618.9,890.7
397,245,0,0.5318,937.6,1.8,1203.3,292.0
397,246,0,0.7615,195.0,778.6,287.3,933.4
397,239,0,0.8664,1846.8,702.3,1905.8,894.6
397,251,0,0.3997,677.1,48.0,824.2,313.5
397,252,0,0.7275,91.8,784.0,163.0,936.1
397,257,0,0.562,1849.1,3.5,1918.3,195.3
397,144,0,0.4008,1124.8,325.6,1294.8,711.6
397,260,0,0.4385,1104.7,596.3,1198.6,923.3
397,253,0,0.3814,523.7,68.2,651.1,314.4
398,71,0,0.928,729.1,177.3,1193.2,1069.4
398,132,0,0.8336,1725.0,182.0,1850.0,516.7
398,185,0,0.4743,1414.7,183.5,1586.4,530.8
398,191,0,0.3481,1552.4,223.0,1663.2,378.7
398,201,0,0.5555,1665.3,689.5,1757.7,905.2
398,203,0,0.7014,1563.2,647.8,1695.2,908.8
398,212,0,0.5129,1279.1,262.8,1456.3,528.6
398,214,0,0.5395,669.7,393.7,776.8,646.3
398,215,0,0.7549,1407.6,652.1,1570.8,909.8
398,220,0,0.4507,1191.5,160.8,1301.7,310.2
398,223,0,0.5927,554.0,375.3,661.8,650.4
398,216,0,0.5264,679.5,626.3,789.8,795.4
398,233,0,0.5783,396.1,380.9,494.0,664.1
398,236,0,0.7118,1330.4,700.1,1437.5,909.0
398,229,0,0.4002,528.9,611.6,637.8,879.3
398,245,0,0.4751,953.1,2.3,1211.7,293.4
398,246,0,0.6873,214.3,769.7,309.1,922.9
398,239,0,0.8663,1845.2,695.7,1905.6,884.6
398,251,0,0.3928,697.0,54.8,840.5,313.5
398,257,0,0.544,1846.8,8.2,1916.4,200.0
398,144,0,0.3675,1139.8,326.6,1302.6,709.8
398,253,0,0.322,546.5,76.9,669.3,313.9
399,71,0,0.9298,738.7,177.6,1189.6,1070.5
399,132,0,0.8236,1724.6,183.4,1847.7,512.8
399,185,0,0.5323,1420.4,185.9,1586.3,526.6
399,191,0,0.3491,1555.5,223.5,1663.9,375.6
399,201,0,0.6052,1666.6,683.2,1756.9,895.0
399,203,0,0.6909,1564.0,643.5,1692.8,898.7
399,212,0,0.494,1287.5,263.9,1460.0,524.7
399,214,0,0.533,686.8,392.5,793.0,641.1
399,215,0,0.7072,1413.8,650.9,1571.6,899.5
399,220,0,0.3659,1200.4,162.9,1309.0,310.0
399,223,0,0.4788,573.2,374.0,680.3,644.1
399,216,0,0.4131,697.8,620.1,805.9,785.3
399,236,0,0.6843,1337.5,691.9,1443.2,898.6
399,229,0,0.3959,541.0,606.2,651.7,869.4
399,239,0,0.8683,1843.5,690.4,1905.1,874.7
399,251,0,0.3682,718.1,59.3,858.9,313.5
399,257,0,0.561,1845.9,13.4,1915.3,203.6
399,144,0,0.3699,1151.5,328.2,1309.5,709.2
400,71,0,0.9322,754.1,180.1,1189.3,1071.0
400,132,0,0.7808,1724.6,184.9,1845.9,509.6
400,185,0,0.4627,1425.6,188.8,1586.0,522.7
400,191,0,0.3013,1558.7,225.2,1666.5,376.0
400,201,0,0.6263,1667.6,677.5,1756.5,886.6
400,203,0,0.649,1566.4,640.4,1692.1,889.8
400,212,0,0.4443,1294.6,264.0,1463.4,521.4
400,214,0,0.5292,702.8,391.8,807.8,636.3
400,215,0,0.7047,1417.8,643.6,1574.6,890.6
400,223,0,0.3024,597.7,374.0,702.6,639.1
400,236,0,0.7111,1344.1,687.9,1447.0,889.8
400,229,0,0.4378,565.0,601.9,675.7,863.4
400,239,0,0.8707,1842.1,685.1,1905.3,866.3
400,251,0,0.3325,733.0,63.4,871.9,313.9
400,257,0,0.4761,1846.1,18.9,1913.7,202.3
400,144,0,0.4359,1154.0,330.3,1310.7,709.7
400,264,0,0.6353,37.6,55.6,705.1,1066.9
400,260,0,0.4921,1132.7,687.1,1194.1,893.3
401,71,0,0.9251,767.0,182.0,1187.5,1070.9
401,132,0,0.8162,1725.4,187.8,1845.0,507.6
401,185,0,0.5028,1432.2,190.6,1588.4,519.4
401,191,0,0.3173,1563.3,226.8,1668.6,373.6
401,201,0,0.6446,1669.1,673.0,1756.1,877.6
401,203,0,0.6526,1570.0,635.4,1693.8,882.6
