frame,track_id,cls,conf,x1,y1,x2,y2
33,1,0,0.9332,643.0,69.9,1371.6,1064.2
33,17,0,0.9117,19.6,544.9,417.1,1069.8
34,1,0,0.9316,641.2,58.8,1378.5,1062.7
34,17,0,0.9355,52.3,508.6,483.5,1069.9
35,1,0,0.9147,649.2,53.7,1395.8,1064.7
35,17,0,0.9388,92.9,503.1,540.8,1070.7
36,1,0,0.919,669.7,53.7,1421.9,1062.9
36,17,0,0.8667,155.4,510.8,609.1,1071.4
37,1,0,0.9055,692.3,56.3,1450.3,1062.6
37,17,0,0.8077,216.8,521.3,668.1,1071.9
38,1,0,0.924,711.4,61.2,1476.3,1064.6
38,17,0,0.8282,282.2,525.7,727.9,1072.5
39,1,0,0.9279,732.2,62.8,1506.7,1064.7
39,17,0,0.8628,375.4,524.8,818.5,1072.9
40,1,0,0.9003,752.5,68.4,1534.0,1065.1
40,17,0,0.7765,469.9,520.8,911.0,1073.1
41,1,0,0.9342,770.8,85.1,1552.9,1065.3
42,1,0,0.9284,779.8,94.5,1567.7,1066.0
43,1,0,0.9543,783.6,103.5,1575.8,1067.2
44,1,0,0.9622,791.8,110.2,1587.3,1068.0
45,1,0,0.9611,799.9,110.2,1599.7,1067.4
46,1,0,0.9309,851.8,104.4,1672.5,1066.0
47,1,0,0.9476,823.9,92.5,1649.9,1064.6
48,1,0,0.9358,821.5,88.0,1647.3,1065.9
49,1,0,0.9455,828.1,73.8,1658.1,1064.6
49,15,0,0.8741,1373.8,526.7,1920.0,1070.0
50,1,0,0.9447,836.9,67.4,1666.5,1066.2
50,15,0,0.9229,1394.6,524.7,1920.0,1070.4
51,1,0,0.9478,844.1,58.3,1672.7,1063.8
51,15,0,0.9216,1425.7,523.9,1920.0,1070.6
52,1,0,0.9283,847.6,53.2,1673.6,1062.6
52,15,0,0.9445,1455.3,524.5,1920.0,1071.0
53,1,0,0.929,851.9,52.5,1676.0,1062.7
53,15,0,0.9413,1484.8,528.0,1920.0,1071.8
54,1,0,0.9243,849.4,53.7,1673.8,1062.6
54,15,0,0.9182,1506.5,530.4,1920.0,1071.6
55,1,0,0.9255,840.1,58.3,1664.0,1063.8
55,15,0,0.9267,1528.4,534.8,1920.0,1071.8
56,1,0,0.9407,834.1,79.1,1650.8,1066.0
56,15,0,0.9228,1551.4,540.4,1920.0,1071.5
57,1,0,0.943,809.1,90.7,1622.6,1066.0
57,15,0,0.913,1569.5,545.8,1920.0,1072.1
58,1,0,0.9618,785.9,106.5,1597.1,1066.2
58,15,0,0.9272,1580.1,554.9,1920.0,1072.1
59,1,0,0.9385,752.5,113.8,1570.8,1066.9
59,15,0,0.931,1587.3,565.6,1920.0,1071.9
60,1,0,0.8876,714.1,112.5,1546.3,1066.1
60,15,0,0.905,1599.0,579.0,1920.0,1071.7
61,1,0,0.9342,675.4,103.9,1529.0,1066.5
61,15,0,0.9114,1618.8,592.3,1920.0,1071.9
61,22,32,0.7667,916.7,1025.8,1150.9,1080.0
62,1,0,0.8905,646.5,85.7,1522.7,1058.1
62,15,0,0.8902,1647.7,607.5,1920.0,1071.4
62,22,32,0.6184,880.6,1005.3,1200.5,1080.0
63,1,0,0.8669,621.6,65.9,1526.3,1053.1
63,15,0,0.8965,1677.7,626.4,1920.0,1070.9
64,1,0,0.682,599.9,55.4,1533.7,1051.6
64,15,0,0.8562,1709.0,646.5,1920.0,1070.2
65,1,0,0.6209,626.4,47.9,1582.5,1052.8
65,15,0,0.8201,1740.3,667.1,1920.0,1070.4
66,1,0,0.7287,568.8,30.8,1543.1,1048.6
66,15,0,0.7286,1770.1,691.0,1920.0,1070.3
67,1,0,0.6496,557.9,23.6,1549.1,1046.5
68,1,0,0.6374,607.9,36.6,1606.0,1050.8
68,24,0,0.5957,1859.4,734.1,1918.7,1071.1
69,1,0,0.658,635.1,34.9,1604.4,1016.1
69,24,0,0.5442,1859.4,724.4,1919.9,1068.4
69,22,32,0.6437,875.6,977.2,1290.8,1077.8
70,1,0,0.7119,590.9,43.8,1588.6,1041.1
70,24,0,0.6575,1856.9,709.0,1920.0,1067.9
71,1,0,0.8115,591.1,56.1,1592.9,1052.6
71,24,0,0.7078,1850.8,686.3,1918.2,1069.1
72,1,0,0.7954,587.2,73.6,1578.5,1058.7
72,24,0,0.7557,1842.4,664.4,1914.4,1069.7
73,1,0,0.8622,564.9,91.6,1546.7,1060.7
73,24,0,0.8026,1835.3,648.5,1911.3,1070.2
73,28,0,0.3763,88.8,2.8,425.3,408.9
74,1,0,0.8005,552.0,103.1,1528.4,1063.9
74,24,0,0.7541,1831.1,636.9,1910.2,1069.3
75,1,0,0.8994,540.1,104.8,1517.4,1066.7
75,24,0,0.8187,1828.1,625.3,1910.4,1069.2
75,28,0,0.3969,91.7,2.7,431.3,412.6
76,1,0,0.8927,528.0,98.8,1508.6,1065.3
76,24,0,0.7879,1826.7,615.5,1911.9,1069.8
76,28,0,0.3206,99.4,2.7,440.7,414.8
77,1,0,0.7745,516.8,90.5,1501.1,1062.9
77,24,0,0.8074,1829.7,611.8,1916.0,1071.3
77,31,32,0.5434,802.3,1034.0,1019.5,1079.9
78,1,0,0.7488,495.1,88.7,1482.5,1062.5
78,24,0,0.5649,1834.6,621.1,1918.9,1070.9
78,31,32,0.4695,771.4,1021.0,1048.5,1080.0
78,28,0,0.325,125.2,3.1,468.2,417.2
79,1,0,0.7353,478.0,70.7,1481.6,1059.9
79,31,32,0.3658,729.7,1000.5,1093.0,1078.7
80,1,0,0.6991,491.2,49.1,1488.4,1035.7
80,31,32,0.6857,682.7,977.0,1143.9,1078.3
81,1,0,0.6398,494.8,32.1,1494.6,1026.0
81,28,0,0.4741,185.8,2.9,526.9,415.0
82,1,0,0.6748,494.7,20.6,1498.9,1024.1
82,28,0,0.4391,211.3,2.8,553.4,417.4
83,1,0,0.7685,497.9,19.5,1498.1,1023.1
83,28,0,0.3219,240.4,2.7,583.3,419.6
84,1,0,0.6986,505.4,23.7,1496.3,1021.4
84,28,0,0.4728,271.5,2.6,614.6,421.1
85,1,0,0.7397,437.4,36.0,1452.5,1045.2
85,28,0,0.5227,305.4,2.5,647.2,421.2
86,1,0,0.8316,472.6,45.7,1461.5,1029.7
86,28,0,0.4089,332.0,2.6,672.3,421.4
86,34,32,0.7705,840.6,977.4,1052.3,1078.2
87,1,0,0.8869,478.6,62.6,1468.4,1050.2
87,34,32,0.8774,844.5,990.8,1029.4,1078.3
88,1,0,0.8616,461.6,79.2,1444.6,1058.1
88,34,32,0.4088,846.6,1005.8,1003.0,1078.9
88,28,0,0.3242,378.7,2.8,720.2,425.4
89,1,0,0.8066,451.1,88.5,1428.2,1061.5
89,28,0,0.4786,396.9,2.6,735.3,424.9
90,1,0,0.7563,442.9,90.6,1418.3,1062.2
90,28,0,0.4906,409.4,2.9,741.7,422.7
90,34,32,0.5356,824.9,1011.6,974.8,1080.0
91,1,0,0.7278,432.1,89.8,1408.2,1061.8
91,28,0,0.5307,423.9,2.7,750.5,422.6
92,1,0,0.7148,423.4,73.5,1410.9,1059.1
92,28,0,0.4197,440.8,2.7,759.7,423.5
93,1,0,0.7166,404.4,62.6,1400.8,1056.9
94,1,0,0.7269,405.2,47.5,1390.3,1028.7
94,35,0,0.588,12.0,2.6,476.1,435.3
95,1,0,0.6353,397.4,38.0,1383.8,1018.9
95,35,0,0.3223,29.2,2.8,493.2,434.8
96,1,0,0.6974,392.2,32.4,1380.6,1015.7
96,35,0,0.5469,52.3,2.9,516.9,435.0
97,1,0,0.8004,381.2,42.6,1391.2,1053.0
97,35,0,0.599,68.7,2.8,536.0,437.0
98,1,0,0.8144,376.7,48.1,1385.9,1062.4
98,35,0,0.5554,81.3,2.6,552.3,440.3
99,1,0,0.6675,371.6,53.2,1375.1,1065.6
99,35,0,0.5002,85.3,2.7,560.3,444.3
100,1,0,0.8098,334.3,58.3,1340.2,1063.0
100,35,0,0.6362,95.0,2.9,573.0,447.3
101,1,0,0.8621,322.9,66.5,1323.8,1059.9
101,35,0,0.5479,103.9,3.0,584.4,449.2
102,1,0,0.8997,315.9,78.4,1311.6,1060.2
102,35,0,0.4929,113.9,2.8,596.9,450.4
103,1,0,0.8529,309.3,89.6,1300.9,1062.5
103,35,0,0.4498,119.6,2.9,603.2,450.1
104,1,0,0.8935,309.2,102.1,1292.6,1064.4
104,35,0,0.5007,126.2,2.9,611.4,450.7
104,24,0,0.8472,1744.0,269.8,1903.7,1065.7
105,1,0,0.91,312.7,110.9,1290.4,1065.5
105,35,0,0.5957,141.4,3.4,625.9,450.5
105,24,0,0.9237,1714.3,257.2,1895.5,1068.0
106,1,0,0.9315,321.7,124.2,1289.0,1067.2
106,35,0,0.4604,153.3,3.0,641.8,453.1
106,24,0,0.9311,1674.5,261.2,1879.5,1069.7
107,1,0,0.9338,325.3,126.4,1290.8,1067.2
107,35,0,0.558,162.9,3.2,650.9,453.1
107,24,0,0.9435,1628.9,272.6,1860.3,1070.3
108,1,0,0.8851,328.0,118.9,1298.6,1062.4
108,35,0,0.66,172.5,3.1,659.4,453.6
108,24,0,0.9504,1582.3,282.2,1842.6,1070.6
109,1,0,0.8586,331.2,111.9,1310.8,1064.0
109,35,0,0.6613,184.5,2.9,673.2,456.7
109,24,0,0.9559,1532.4,283.5,1825.9,1070.7
110,1,0,0.8445,334.4,103.7,1321.9,1062.3
110,35,0,0.6451,191.2,2.9,681.5,459.2
110,24,0,0.9609,1481.6,280.9,1810.7,1070.2
111,1,0,0.8673,338.4,95.9,1333.2,1059.8
111,35,0,0.6593,209.8,3.0,702.0,460.9
111,24,0,0.959,1447.4,272.1,1810.3,1070.2
112,1,0,0.8098,362.5,78.9,1368.5,1057.8
112,35,0,0.7177,219.4,3.1,709.0,460.8
112,24,0,0.9663,1427.0,260.3,1819.4,1070.0
113,1,0,0.7747,370.9,67.3,1384.4,1057.4
113,35,0,0.6686,230.5,3.0,717.9,461.1
113,24,0,0.9319,1394.0,251.1,1810.2,1070.1
114,1,0,0.7934,378.0,62.4,1388.0,1052.0
114,35,0,0.7025,240.4,3.0,725.7,462.3
114,24,0,0.9352,1340.5,244.1,1778.1,1070.2
114,38,0,0.6648,1791.7,711.8,1914.3,1070.2
115,1,0,0.837,388.1,58.4,1400.3,1054.2
115,35,0,0.6996,255.2,3.2,738.9,463.9
115,24,0,0.9281,1283.1,240.1,1739.8,1070.3
115,38,0,0.7963,1763.7,670.9,1901.4,1071.0
116,1,0,0.8751,393.6,57.0,1405.6,1056.7
116,35,0,0.8123,270.2,3.2,751.1,465.1
116,24,0,0.9253,1222.1,237.7,1693.7,1069.2
116,38,0,0.8265,1730.7,620.8,1887.4,1070.4
117,1,0,0.8964,399.6,58.7,1406.6,1057.0
117,35,0,0.7864,281.5,3.2,760.6,467.6
117,24,0,0.9314,1177.6,244.2,1654.1,1068.3
117,38,0,0.7799,1697.3,555.2,1879.6,1069.7
118,1,0,0.9131,400.6,63.8,1401.2,1059.0
118,35,0,0.8323,290.6,3.3,764.9,467.9
118,24,0,0.907,1139.4,257.4,1610.8,1068.5
118,38,0,0.8842,1660.3,508.1,1864.8,1070.3
119,1,0,0.9116,398.3,75.8,1387.0,1061.4
119,35,0,0.6886,302.2,3.2,770.2,466.9
119,24,0,0.9113,1102.8,275.7,1560.5,1068.9
119,38,0,0.8614,1584.7,232.8,1889.2,1067.2
120,1,0,0.9482,389.8,92.2,1362.5,1062.7
120,35,0,0.7594,309.4,3.1,773.4,468.3
120,24,0,0.5403,1088.5,345.4,1500.5,1068.4
120,38,0,0.73,1513.2,78.0,1869.1,1058.4
121,1,0,0.9395,385.0,101.8,1349.6,1065.3
121,35,0,0.712,310.7,3.1,770.1,470.3
121,38,0,0.7244,1451.3,6.5,1829.5,1056.3
122,1,0,0.9479,382.7,108.4,1341.6,1066.6
122,35,0,0.7196,315.4,2.9,768.6,471.4
122,38,0,0.6955,1393.5,0.0,1776.9,1053.4
123,1,0,0.9534,380.4,108.8,1338.1,1066.4
123,35,0,0.7198,317.7,2.7,763.0,472.5
123,38,0,0.6735,1333.8,0.0,1713.9,1053.6
124,1,0,0.9329,374.3,106.2,1331.1,1064.7
124,35,0,0.7382,311.2,2.7,751.0,475.1
124,38,0,0.8649,1373.0,0.0,1767.8,1054.2
125,1,0,0.9316,355.1,98.4,1316.0,1065.0
125,35,0,0.408,294.4,3.0,725.3,476.7
125,38,0,0.8834,1366.4,0.0,1781.7,1045.1
126,1,0,0.9157,337.7,87.9,1298.2,1063.7
126,35,0,0.3496,289.5,3.2,713.0,481.2
126,38,0,0.9251,1336.8,0.3,1777.1,1051.8
127,1,0,0.9355,325.9,78.7,1285.4,1063.3
127,38,0,0.9438,1283.3,15.2,1753.6,1054.2
127,44,0,0.7817,401.6,289.8,639.7,589.0
128,1,0,0.9298,310.8,73.4,1264.4,1062.9
128,38,0,0.9274,1222.7,27.8,1728.6,1055.3
128,44,0,0.8059,353.6,283.0,626.1,625.1
128,45,0,0.7026,135.3,283.0,597.3,1068.2
129,1,0,0.7492,294.6,70.4,1237.0,1061.3
129,38,0,0.6673,1142.4,33.0,1691.6,1049.0
129,45,0,0.8955,108.6,283.1,572.9,1069.2
130,1,0,0.8442,260.4,70.9,1184.5,1061.5
130,38,0,0.6316,1052.6,32.0,1643.9,1042.7
130,45,0,0.906,66.6,293.0,527.0,1069.5
130,35,0,0.4389,267.6,3.4,686.7,490.6
131,1,0,0.9325,221.2,79.0,1118.2,1063.6
131,38,0,0.7666,952.6,21.0,1598.1,1050.9
131,45,0,0.9219,21.5,308.0,474.1,1069.9
131,35,0,0.5566,260.1,3.7,677.2,504.1
132,1,0,0.8937,185.7,82.4,1052.7,1062.2
132,38,0,0.8672,853.8,16.8,1539.8,1059.0
132,45,0,0.9322,0.0,332.3,418.7,1069.8
132,35,0,0.6794,248.9,3.0,669.7,521.3
133,1,0,0.869,166.3,92.9,990.4,1054.0
133,38,0,0.7386,745.5,14.8,1474.5,1057.6
133,45,0,0.9363,0.0,356.7,374.6,1069.9
133,35,0,0.6258,237.4,3.1,654.4,526.4
134,1,0,0.7047,269.5,55.8,1139.8,1058.7
134,45,0,0.8739,0.0,379.0,362.2,1068.3
134,35,0,0.6575,224.0,3.5,637.4,530.9
134,48,0,0.3999,1069.1,28.5,1611.3,1034.8
135,1,0,0.5865,327.3,34.2,1230.8,1052.4
135,45,0,0.878,0.0,399.1,350.2,1068.3
135,35,0,0.7542,212.2,2.8,624.3,534.0
135,48,0,0.3523,1016.9,23.9,1562.8,1038.4
136,1,0,0.8097,384.7,23.1,1327.6,1056.3
136,45,0,0.908,0.0,434.0,323.5,1069.2
136,35,0,0.8242,197.7,2.6,609.3,539.4
137,1,0,0.7509,324.3,29.9,1282.7,1059.6
137,35,0,0.711,169.1,2.7,577.5,543.5
138,1,0,0.8404,270.0,44.9,1230.5,1058.5
138,35,0,0.7635,153.4,3.2,555.6,542.2
138,51,0,0.6647,0.0,630.3,187.9,1069.1
139,1,0,0.7474,178.8,57.6,1134.4,1040.3
139,35,0,0.3655,144.6,3.6,537.1,535.5
140,1,0,0.8831,96.6,63.1,1064.8,1049.4
140,53,0,0.5296,659.8,44.4,816.0,199.0
140,38,0,0.8323,619.7,151.5,1244.2,1060.3
141,1,0,0.813,46.7,69.5,1017.9,1054.2
141,53,0,0.4108,632.9,43.6,813.9,223.2
141,38,0,0.8821,612.2,156.3,1234.7,1067.2
142,1,0,0.8134,17.5,82.3,982.3,1059.6
142,53,0,0.5205,601.4,45.5,801.3,245.1
142,38,0,0.9208,605.6,153.5,1228.6,1067.2
143,1,0,0.7391,0.0,65.9,937.3,1053.6
143,38,0,0.9284,600.6,143.6,1227.8,1066.3
144,1,0,0.5151,0.0,79.9,869.1,1059.5
144,38,0,0.9089,567.7,133.6,1204.3,1064.5
144,35,0,0.456,212.9,3.1,544.8,472.6
144,53,0,0.7443,414.4,50.8,827.4,472.9
145,1,0,0.5688,0.0,54.1,862.7,1060.5
145,38,0,0.9196,513.8,121.3,1167.1,1062.1
145,35,0,0.5935,184.8,2.6,542.9,522.6
145,53,0,0.6554,366.6,53.8,810.4,520.0
146,1,0,0.4852,0.0,30.5,752.5,1049.1
146,38,0,0.9122,450.3,112.1,1126.8,1065.6
146,35,0,0.4883,145.5,2.7,497.5,519.4
146,53,0,0.5057,322.8,56.5,769.9,539.5
147,38,0,0.9341,401.3,105.1,1097.6,1067.0
147,35,0,0.7096,98.1,3.4,453.2,519.3
148,38,0,0.9295,352.8,100.9,1065.0,1063.0
148,35,0,0.7714,40.0,3.1,404.1,526.2
148,57,0,0.5435,371.1,55.1,593.2,513.3
149,38,0,0.9471,307.3,95.6,1039.2,1062.3
149,35,0,0.7602,17.2,2.6,386.2,527.8
149,57,0,0.6739,340.0,54.7,563.1,514.3
149,51,0,0.7871,0.0,378.0,290.5,1066.8
150,38,0,0.9573,258.5,94.2,1012.6,1063.4
150,35,0,0.7742,0.0,2.6,357.0,526.9
150,57,0,0.5512,300.6,54.9,524.7,514.8
151,38,0,0.9446,223.8,89.9,997.6,1062.5
151,35,0,0.755,0.0,2.3,336.7,523.5
151,57,0,0.529,259.4,53.2,485.4,513.5
152,38,0,0.9593,198.9,89.9,987.0,1062.5
152,35,0,0.7974,0.0,2.5,312.3,519.5
152,57,0,0.5622,246.6,48.0,473.5,509.5
153,38,0,0.9608,181.8,97.5,977.6,1064.1
153,35,0,0.803,0.0,2.8,305.2,517.7
153,57,0,0.7037,238.4,45.5,466.7,509.5
154,38,0,0.9661,173.2,103.8,974.2,1064.3
154,35,0,0.8068,0.0,2.1,298.0,518.4
154,57,0,0.5086,218.8,45.6,450.9,511.3
155,38,0,0.9661,170.5,113.0,974.3,1066.2
155,35,0,0.7776,0.0,2.6,293.6,519.7
155,57,0,0.6679,230.1,47.5,461.9,513.5
156,38,0,0.97,170.0,122.5,975.4,1068.2
156,35,0,0.7819,0.0,2.4,297.1,522.7
156,57,0,0.6038,238.0,47.3,470.4,515.9
156,64,0,0.3197,1330.3,3.8,1689.3,495.8
157,38,0,0.9734,169.1,125.0,980.2,1068.8
157,35,0,0.7453,0.0,2.5,296.5,524.2
157,57,0,0.3426,245.1,49.5,476.3,517.1
157,64,0,0.5096,1332.7,3.4,1690.3,493.5
158,38,0,0.9712,167.5,117.4,990.4,1067.2
158,35,0,0.4445,1.5,2.6,329.6,525.4
158,64,0,0.339,1336.9,3.3,1693.7,492.4
159,38,0,0.9596,164.0,104.6,1002.3,1065.8
159,35,0,0.4879,3.6,2.6,334.6,527.5
159,64,0,0.3613,1342.0,3.4,1697.5,490.5
159,65,0,0.4499,341.5,51.7,462.4,202.3
160,38,0,0.9497,163.1,98.3,1012.1,1065.2
160,35,0,0.5112,0.0,2.4,329.6,527.5
160,64,0,0.3529,1349.2,3.6,1705.6,491.8
161,38,0,0.9588,161.2,94.0,1019.1,1065.9
161,35,0,0.5494,7.9,2.0,342.0,527.1
161,64,0,0.3611,1354.8,3.8,1713.8,495.3
162,38,0,0.9564,158.2,90.4,1023.1,1066.1
162,35,0,0.5277,10.2,2.2,349.2,530.5
162,64,0,0.3228,1361.9,3.8,1723.0,498.0
163,38,0,0.9507,152.6,77.7,1029.9,1065.2
163,35,0,0.4203,11.1,2.0,354.5,532.8
163,64,0,0.3425,1368.7,3.6,1732.6,501.7
164,38,0,0.9513,152.6,77.0,1033.2,1065.4
164,35,0,0.4696,10.4,2.1,359.3,537.7
165,38,0,0.961,149.0,67.9,1038.2,1065.3
165,35,0,0.5345,14.7,2.0,367.5,537.7
165,64,0,0.4919,1387.0,3.6,1750.8,501.3
166,38,0,0.9556,153.3,71.5,1041.4,1065.6
166,35,0,0.4963,17.5,2.2,374.4,537.6
166,64,0,0.5891,1397.9,3.7,1761.4,500.5
167,38,0,0.9572,155.3,67.2,1047.6,1064.8
167,35,0,0.5565,23.6,2.0,387.2,538.3
167,64,0,0.4455,1411.5,3.4,1774.8,499.6
168,38,0,0.9564,164.9,65.9,1058.7,1064.0
168,35,0,0.5918,31.8,2.1,400.7,534.6
168,64,0,0.3698,1429.6,3.4,1791.3,496.2
169,38,0,0.9359,185.5,75.0,1074.4,1064.4
169,35,0,0.612,37.6,2.2,413.1,531.5
170,38,0,0.9595,200.5,75.5,1090.4,1063.3
170,35,0,0.7561,46.2,2.4,429.5,529.7
171,38,0,0.9529,228.0,87.4,1111.3,1064.9
171,35,0,0.7212,51.7,2.0,443.3,530.4
171,64,0,0.3436,1481.2,3.3,1841.7,493.2
172,38,0,0.9561,248.6,92.1,1129.6,1064.1
172,35,0,0.7625,61.0,2.3,462.9,532.9
172,64,0,0.3706,1496.0,3.3,1857.7,494.0
173,38,0,0.9616,270.9,100.1,1148.1,1065.0
174,38,0,0.9496,286.7,108.5,1160.2,1066.6
175,38,0,0.9166,319.2,129.3,1175.1,1067.2
175,64,0,0.3055,1531.4,3.2,1898.6,496.7
176,38,0,0.4897,295.7,131.4,1157.1,1066.8
176,64,0,0.3358,1534.2,3.2,1903.8,497.2
177,38,0,0.3436,294.3,138.1,1155.6,1064.1
178,35,0,0.7519,89.4,2.5,498.8,536.7
179,35,0,0.8374,108.7,2.3,523.4,534.6
180,35,0,0.8008,122.9,2.4,541.1,533.0
180,38,0,0.7088,275.8,86.2,1166.6,1062.0
181,35,0,0.767,136.1,2.2,557.5,533.3
181,68,0,0.3982,553.8,61.2,734.1,494.6
181,38,0,0.9191,348.2,75.7,1249.1,1060.6
182,35,0,0.7553,157.4,2.2,584.1,536.0
182,38,0,0.7427,385.7,69.2,1298.2,1063.2
183,35,0,0.7518,171.7,2.1,600.4,536.5
183,38,0,0.9277,397.9,61.4,1318.9,1062.9
183,68,0,0.4143,600.9,54.6,775.5,474.6
184,35,0,0.6495,190.1,2.1,623.0,538.2
184,38,0,0.9401,405.1,56.8,1331.2,1061.8
184,68,0,0.3955,619.1,59.2,789.2,468.9
185,35,0,0.7874,212.7,2.0,649.1,538.3
185,38,0,0.9266,411.4,53.8,1342.2,1062.5
186,35,0,0.7869,228.3,2.1,667.0,539.1
186,38,0,0.9229,430.0,52.7,1361.9,1062.0
186,69,0,0.8814,1756.5,497.6,1894.9,1071.1
187,38,0,0.9346,456.7,53.2,1385.7,1062.3
187,69,0,0.9159,1724.2,493.4,1866.1,1071.3
188,38,0,0.6033,549.1,60.2,1449.4,1062.0
188,69,0,0.9351,1679.6,486.8,1829.1,1071.6
189,38,0,0.347,500.7,74.2,1393.0,1061.8
189,69,0,0.943,1634.2,471.3,1797.2,1071.2
190,38,0,0.3461,477.6,61.5,1385.0,1061.5
190,69,0,0.9487,1592.2,451.3,1774.2,1071.2
190,35,0,0.5095,277.2,3.9,712.7,533.9
191,38,0,0.4451,453.3,69.8,1348.2,1054.3
191,35,0,0.7841,290.3,4.3,723.5,531.1
192,38,0,0.9308,443.4,77.4,1335.3,1057.5
192,35,0,0.748,294.3,3.3,727.7,534.1
193,38,0,0.9064,427.7,81.5,1319.9,1059.3
193,35,0,0.8036,294.6,2.8,722.2,535.1
193,69,0,0.9015,1497.9,424.6,1716.4,1069.0
194,38,0,0.926,424.4,90.1,1316.3,1062.7
194,35,0,0.599,291.9,2.8,714.8,542.2
194,71,0,0.408,13.2,51.0,927.4,1061.4
194,69,0,0.9438,1433.6,429.0,1682.4,1069.1
195,38,0,0.8835,425.3,79.0,1324.0,1060.0
195,35,0,0.6548,309.4,2.8,739.1,565.9
195,69,0,0.9159,1364.8,444.0,1638.3,1067.9
196,38,0,0.8721,430.7,64.6,1321.6,1040.6
196,35,0,0.3712,347.5,3.5,746.8,547.2
196,69,0,0.896,1301.1,458.3,1585.0,1048.6
197,38,0,0.7146,436.7,51.8,1336.3,1042.5
197,69,0,0.8107,1250.5,481.0,1545.5,1056.4
198,38,0,0.3122,482.3,68.5,1365.9,1052.5
198,69,0,0.5361,1269.4,641.5,1500.5,1066.1
199,38,0,0.4655,423.7,56.3,1322.3,1056.9
199,69,0,0.379,1258.2,730.5,1448.6,1071.2
199,71,0,0.369,0.0,8.2,926.7,1051.6
200,38,0,0.5541,450.6,71.5,1345.4,1060.0
200,72,0,0.505,921.8,58.6,1156.2,471.9
201,38,0,0.6844,370.6,30.9,1290.1,1047.9
201,72,0,0.6378,939.3,73.7,1170.4,481.9
202,38,0,0.8414,341.2,20.5,1278.9,1056.3
203,38,0,0.6853,367.1,11.9,1296.0,1022.9
204,38,0,0.4578,531.6,13.3,1456.5,1026.4
204,71,0,0.8883,199.8,48.1,1078.0,1058.2
205,38,0,0.5956,678.3,15.5,1597.7,1024.3
205,71,0,0.6301,269.7,52.6,1105.9,1036.0
206,38,0,0.7204,813.1,26.0,1726.1,1023.8
206,71,0,0.9066,302.6,63.2,1127.7,1051.7
206,68,0,0.6095,1019.2,93.4,1132.2,349.0
207,38,0,0.5915,916.7,19.8,1844.3,1028.2
207,71,0,0.9187,325.2,76.7,1133.0,1058.7
207,68,0,0.6565,1033.5,104.8,1154.0,364.8
208,38,0,0.3858,994.5,10.9,1898.1,990.1
208,71,0,0.8425,349.4,88.7,1142.0,1059.9
208,68,0,0.4704,1049.1,111.6,1180.5,387.3
208,76,0,0.866,245.7,514.9,596.8,1039.2
209,38,0,0.5173,1044.4,9.8,1920.0,1025.1
209,71,0,0.8859,430.9,102.3,1228.5,1063.1
209,76,0,0.8901,198.0,532.6,552.2,1062.7
